//Item   EffectIndex   EffectSize   EffectBone   ColorR   ColorG   ColorB
6344 	 1707	       1.1	    07 		 1.00     0.50     0.00
6344 	 1707	       1.1	    15 		 1.00     0.50     0.00
6344 	 1707	       1.5	    23 		 1.00	  0.50	   0.00
6344 	 1707	       0.8	    24 		 1.00	  0.50	   0.00
6344 	 1707	       1.1	    30 		 1.00	  0.50	   0.00
6344 	 1707	       1.1	    38 		 1.00	  0.50	   0.00
6344 	 1707	       1.5	    46 		 1.00	  0.50	   0.00
6344 	 1707	       0.8	    47 		 1.00	  0.50	   0.00
6344 	 1707	       1.8	    28 		 1.00	  0.10	   0.00
6344 	 1707	       1.8	    05 		 1.00	  0.10	   0.00
6344 	 1707	       1.5	    37 		 1.00	  0.10	   0.00
6344 	 1707	       1.5	    42 		 1.00	  0.10	   0.00
6344 	 1707	       1.5	    14 		 1.00	  0.10	   0.00
6344 	 1707	       1.5	    19 		 1.00	  0.10	   0.00
6344 	 1707	       1.8	    57 		 1.00	  0.10	   0.00
6344 	 1707	       0.5	    58 		 1.00	  0.50	   0.00
6344 	 1707	       1.3	    60 		 1.00	  0.10	   0.00
6344 	 1707	       1.5	    61 		 1.00	  0.10	   0.00
6344 	 1707	       1.8	    50 		 1.00	  0.10	   0.00
6344 	 1707	       1.5	    51 		 1.00	  0.50	   0.00
6344 	 1707	       1.3	    53 		 1.00	  0.10	   0.00
6344 	 1707	       1.5	    54 		 1.00	  0.10	   0.00
end
